"","UniqueCarrier","Origin","Dest","PctOnTime"
"7081","WN","OAK","SEA",0.63
"7087","WN","OKC","DEN",0.63
"7101","WN","ONT","LAS",0.63
"7103","WN","ONT","PHX",0.63
"7113","WN","ORF","TPA",0.63
"7129","WN","PDX","SLC",0.63
"7146","WN","PHL","RDU",0.63
"7150","WN","PHL","TPA",0.63
"7171","WN","PHX","MSY",0.63
"7257","WN","SAT","BNA",0.63
"7296","WN","SFO","LAX",0.63
"7312","WN","SLC","ABQ",0.63
"7327","WN","SLC","STL",0.63
"7381","WN","TPA","FLL",0.63
"7389","WN","TPA","MDW",0.63
"7405","WN","TUL","LAS",0.63
"7412","WN","TUS","LAX",0.63
"7496","XE","CLE","BUF",0.63
"7522","XE","CLE","MHT",0.63
"7546","XE","CLE","TPA",0.63
"7638","XE","EWR","PHL",0.63
"7671","XE","GSO","CLE",0.63
"7718","XE","IAH","GSO",0.63
"7787","XE","JAX","MSY",0.63
"7813","XE","LFT","IAH",0.63
"7826","XE","MCI","CLE",0.63
"7870","XE","MTJ","IAH",0.63
"7928","XE","PSP","IAH",0.63
"8002","XE","SLC","OMA",0.63
"8061","YV","ASE","DEN",0.63
"8084","YV","BNA","CLT",0.63
"8178","YV","DEN","DRO",0.63
"8207","YV","DTW","DEN",0.63
"8212","YV","ELP","PHX",0.63
"8429","YV","PHX","AUS",0.63
"8474","YV","PSP","PHX",0.63
"8475","YV","PVD","CLT",0.63
"4","9E","ALO","MSP",0.62
"22","9E","ATL","HSV",0.62
"32","9E","ATL","MOB",0.62
"52","9E","ATW","MSP",0.62
"65","9E","BDL","MEM",0.62
"71","9E","BHM","MEM",0.62
"81","9E","BOS","IND",0.62
"84","9E","BTV","DTW",0.62
"106","9E","CLE","MSP",0.62
"139","9E","CVG","TPA",0.62
"173","9E","DTW","BHM",0.62
"202","9E","DTW","IAD",0.62
"264","9E","GRB","DTW",0.62
"292","9E","ICT","MEM",0.62
"333","9E","LIT","MEM",0.62
"358","9E","MEM","CAE",0.62
"394","9E","MEM","PHL",0.62
"403","9E","MEM","SHV",0.62
"412","9E","MIA","CVG",0.62
"493","9E","MSP","SGF",0.62
"542","9E","RIC","MEM",0.62
"582","9E","SYR","DTW",0.62
"587","9E","TUL","DTW",0.62
"974","AA","SAN","JFK",0.62
"1033","AA","STL","RDU",0.62
"1104","AS","ADQ","ANC",0.62
"1114","AS","ANC","FAI",0.62
"1119","AS","ANC","OME",0.62
"1133","AS","BUR","SEA",0.62
"1188","AS","OTZ","ANC",0.62
"1266","AS","SNA","PDX",0.62
"1320","B6","BUR","LAS",0.62
"1334","B6","FLL","AUS",0.62
"1438","B6","MCO","AUS",0.62
"1444","B6","MCO","HPN",0.62
"1460","B6","OAK","JFK",0.62
"1477","B6","PIT","BOS",0.62
"1478","B6","PIT","JFK",0.62
"1482","B6","PWM","JFK",0.62
"1515","B6","SJC","LGB",0.62
"1532","B6","SWF","PBI",0.62
"1536","B6","TPA","BOS",0.62
"1550","CO","BDL","CLE",0.62
"1562","CO","CHS","EWR",0.62
"1647","CO","EWR","PSE",0.62
"1749","CO","LAS","CLE",0.62
"1751","CO","LAS","IAH",0.62
"1825","CO","SJC","IAH",0.62
"1949","DL","BDL","CVG",0.62
"2037","DL","ELP","ATL",0.62
"2152","DL","MLB","ATL",0.62
"2207","DL","SAN","JFK",0.62
"2222","DL","SJU","ATL",0.62
"2246","DL","SLC","LAX",0.62
"2253","DL","SLC","ONT",0.62
"2307","EV","ATL","AVL",0.62
"2334","EV","ATL","DCA",0.62
"2379","EV","ATL","MDW",0.62
"2562","EV","DCA","ATL",0.62
"2589","EV","FSM","ATL",0.62
"2592","EV","GPT","ATL",0.62
"2641","EV","LGA","CHS",0.62
"2690","EV","MSN","ATL",0.62
"2703","EV","ORD","ATL",0.62
"2843","F9","GEG","DEN",0.62
"2857","F9","MEM","MCO",0.62
"2966","FL","BWI","PBI",0.62
"2975","FL","CAK","BOS",0.62
"3028","FL","FNT","LAS",0.62
"3029","FL","FNT","MCO",0.62
"3041","FL","IAD","ATL",0.62
"3152","FL","MSP","ATL",0.62
"3228","FL","SRQ","DTW",0.62
"3238","FL","SWF","TPA",0.62
"3278","HA","LIH","OGG",0.62
"3292","HA","SEA","OGG",0.62
"3328","MQ","CID","DFW",0.62
"3387","MQ","DFW","FNT",0.62
"3389","MQ","DFW","FWA",0.62
"3428","MQ","DFW","SPS",0.62
"3451","MQ","FWA","DFW",0.62
"3459","MQ","GRK","DFW",0.62
"3491","MQ","LAX","LAS",0.62
"3496","MQ","LAX","SJC",0.62
"3649","MQ","PNS","DFW",0.62
"3669","MQ","ROW","DFW",0.62
"3682","MQ","SFO","SNA",0.62
"3693","MQ","SNA","SJC",0.62
"3707","MQ","TVC","ORD",0.62
"3733","NW","BDL","MSP",0.62
"3744","NW","BOS","MSP",0.62
"3881","NW","IAH","DTW",0.62
"3890","NW","IND","MEM",0.62
"3891","NW","IND","MSP",0.62
"3928","NW","MCI","MSP",0.62
"3929","NW","MCO","DTW",0.62
"3983","NW","MHT","DTW",0.62
"4266","OH","BDL","CVG",0.62
"4278","OH","BHM","CVG",0.62
"4316","OH","BUF","CVG",0.62
"4348","OH","CMH","CVG",0.62
"4358","OH","CVG","ABE",0.62
"4364","OH","CVG","AVP",0.62
"4423","OH","CVG","MYR",0.62
"4552","OH","JFK","BDL",0.62
"4587","OH","LEX","CVG",0.62
"4666","OH","MYR","BOS",0.62
"4748","OH","SDF","CVG",0.62
"4774","OH","TUL","CVG",0.62
"4845","OO","ATW","ORD",0.62
"4856","OO","AZO","ORD",0.62
"4870","OO","BIS","DEN",0.62
"4899","OO","BZN","LAX",0.62
"4903","OO","CAK","ORD",0.62
"4927","OO","CMH","ORD",0.62
"4992","OO","DEN","HDN",0.62
"5021","OO","DEN","RFD",0.62
"5083","OO","FSD","SLC",0.62
"5099","OO","GRB","ORD",0.62
"5113","OO","HDN","DEN",0.62
"5138","OO","IND","MKE",0.62
"5172","OO","LAX","PSP",0.62
"5179","OO","LAX","SGU",0.62
"5236","OO","MKE","DAY",0.62
"5255","OO","MKE","STL",0.62
"5273","OO","MSN","ORD",0.62
"5279","OO","MSP","CVG",0.62
"5376","OO","ORD","SYR",0.62
"5379","OO","ORD","TYS",0.62
"5400","OO","PHL","MKE",0.62
"5405","OO","PIA","ORD",0.62
"5425","OO","RAP","SLC",0.62
"5433","OO","RFD","DEN",0.62
"5466","OO","SDF","ORD",0.62
"5537","OO","SLC","DEN",0.62
"5542","OO","SLC","EKO",0.62
"5544","OO","SLC","EUG",0.62
"5554","OO","SLC","HDN",0.62
"5585","OO","SLC","RKS",0.62
"5621","OO","STL","MKE",0.62
"5656","OO","YUM","LAX",0.62
"5671","UA","BDL","ORD",0.62
"5689","UA","BZN","DEN",0.62
"5810","UA","IAD","LGA",0.62
"5831","UA","IAH","SFO",0.62
"5848","UA","LAS","LAX",0.62
"5863","UA","LAX","MSY",0.62
"5903","UA","OGG","LAX",0.62
"5981","UA","PDX","DEN",0.62
"5999","UA","PVD","ORD",0.62
"6004","UA","RIC","ORD",0.62
"6007","UA","ROC","ORD",0.62
"6067","UA","SNA","ORD",0.62
"6082","US","ALB","PHL",0.62
"6099","US","BOS","LAS",0.62
"6124","US","CLT","BUF",0.62
"6194","US","DCA","MCO",0.62
"6206","US","DEN","CLT",0.62
"6212","US","DFW","PHL",0.62
"6237","US","IND","CLT",0.62
"6270","US","LAS","PHL",0.62
"6275","US","LAS","SEA",0.62
"6299","US","MCO","PHL",0.62
"6308","US","MIA","LAS",0.62
"6325","US","ONT","LAS",0.62
"6404","US","PHX","IND",0.62
"6480","US","SFO","CLT",0.62
"6487","US","SJU","BOS",0.62
"6513","US","TPA","PHL",0.62
"6520","WN","ABQ","DAL",0.62
"6526","WN","ABQ","LBB",0.62
"6540","WN","ALB","BWI",0.62
"6636","WN","BWI","ALB",0.62
"6646","WN","BWI","FLL",0.62
"6649","WN","BWI","ISP",0.62
"6739","WN","DTW","MCO",0.62
"6838","WN","JAX","BNA",0.62
"6866","WN","LAS","IND",0.62
"6872","WN","LAS","MAF",0.62
"6899","WN","LAS","STL",0.62
"6901","WN","LAS","TUL",0.62
"6956","WN","MCI","SMF",0.62
"6971","WN","MCO","DTW",0.62
"6982","WN","MCO","MSY",0.62
"7000","WN","MDW","BDL",0.62
"7001","WN","MDW","BHM",0.62
"7009","WN","MDW","FLL",0.62
"7011","WN","MDW","IAD",0.62
"7019","WN","MDW","MCO",0.62
"7071","WN","OAK","HOU",0.62
"7080","WN","OAK","SAN",0.62
"7083","WN","OAK","SNA",0.62
"7119","WN","PDX","BOI",0.62
"7126","WN","PDX","PHX",0.62
"7135","WN","PHL","FLL",0.62
"7215","WN","RDU","MCO",0.62
"7218","WN","RDU","PHX",0.62
"7229","WN","RNO","SEA",0.62
"7246","WN","SAN","MCI",0.62
"7269","WN","SAT","PHX",0.62
"7270","WN","SAT","SAN",0.62
"7293","WN","SEA","SMF",0.62
"7309","WN","SJC","SAN",0.62
"7317","WN","SLC","LAS",0.62
"7373","WN","TPA","AUS",0.62
"7376","WN","TPA","BNA",0.62
"7379","WN","TPA","CMH",0.62
"7383","WN","TPA","IAD",0.62
"7385","WN","TPA","ISP",0.62
"7390","WN","TPA","MHT",0.62
"7404","WN","TUL","HOU",0.62
"7432","XE","AMA","IAH",0.62
"7503","XE","CLE","DAY",0.62
"7514","XE","CLE","JAX",0.62
"7538","XE","CLE","ROC",0.62
"7568","XE","CVG","IAH",0.62
"7664","XE","GEG","SMF",0.62
"7677","XE","HRL","IAH",0.62
"7698","XE","IAH","BTR",0.62
"7715","XE","IAH","GPT",0.62
"7719","XE","IAH","GSP",0.62
"7732","XE","IAH","LRD",0.62
"7759","XE","IAH","SDF",0.62
"7768","XE","IAH","TYS",0.62
"7779","XE","JAN","EWR",0.62
"7781","XE","JAX","AUS",0.62
"7849","XE","MKE","CLE",0.62
"7884","XE","OMA","CLE",0.62
"7895","XE","ONT","ELP",0.62
"7905","XE","ONT","SLC",0.62
"8008","XE","SMF","ABQ",0.62
"8017","XE","SMF","TUS",0.62
"8022","XE","STL","IAH",0.62
"8026","XE","TPA","CLE",0.62
"8042","XE","TUS","IAH",0.62
"8049","XE","TUS","SMF",0.62
"8062","YV","ASE","PHX",0.62
"8175","YV","DEN","COD",0.62
"8193","YV","DEN","PHX",0.62
"8196","YV","DEN","RKS",0.62
"8205","YV","DSM","PHX",0.62
"8283","YV","IAH","CLT",0.62
"8288","YV","ICT","PHX",0.62
"8294","YV","JAX","CLT",0.62
"8368","YV","OMA","PHX",0.62
"8369","YV","ONT","LAS",0.62
"8433","YV","PHX","COS",0.62
"8460","YV","PHX","SAT",0.62
"8465","YV","PHX","TEX",0.62
"8472","YV","PNS","CLT",0.62
"8505","YV","SBA","PHX",0.62
"8511","YV","SJC","PHX",0.62
"56","9E","AUS","MEM",0.61
"58","9E","AVL","MSP",0.61
"77","9E","BNA","DTW",0.61
"80","9E","BOS","CVG",0.61
"82","9E","BOS","MEM",0.61
"165","9E","DTW","ALB",0.61
"184","9E","DTW","CMH",0.61
"199","9E","DTW","GSP",0.61
"229","9E","DTW","RIC",0.61
"231","9E","DTW","ROC",0.61
"239","9E","DTW","STL",0.61
"315","9E","JAX","MEM",0.61
"360","9E","MEM","CHS",0.61
"407","9E","MEM","TUL",0.61
"434","9E","MSP","BNA",0.61
"440","9E","MSP","CMH",0.61
"500","9E","MSP","XNA",0.61
"539","9E","RHI","MSP",0.61
"548","9E","RST","DTW",0.61
"596","9E","TYS","MSP",0.61
"599","9E","XNA","MEM",0.61
"633","AA","BOS","SJU",0.61
"644","AA","DAY","DFW",0.61
"651","AA","DEN","LAX",0.61
"740","AA","ELP","DFW",0.61
"748","AA","FAT","DFW",0.61
"767","AA","IAD","MIA",0.61
"795","AA","LAS","MIA",0.61
"810","AA","LAX","LAS",0.61
"844","AA","MCO","STL",0.61
"881","AA","MSP","MIA",0.61
"894","AA","ONT","DFW",0.61
"955","AA","PHX","DFW",0.61
"1018","AA","SNA","DFW",0.61
"1024","AA","STL","DCA",0.61
"1055","AA","TUS","DFW",0.61
"1110","AS","ANC","BET",0.61
"1135","AS","CDV","YAK",0.61
"1185","AS","ONT","SEA",0.61
"1193","AS","PDX","DEN",0.61
"1201","AS","PDX","SAN",0.61
"1221","AS","SEA","BUR",0.61
"1244","AS","SEA","PSP",0.61
"1281","B6","BOS","AUS",0.61
"1304","B6","BOS","SEA",0.61
"1313","B6","BUF","BOS",0.61
"1376","B6","JFK","BTV",0.61
"1385","B6","JFK","IAD",0.61
"1414","B6","JFK","TUS",0.61
"1430","B6","LGB","OAK",0.61
"1453","B6","MCO","SWF",0.61
"1455","B6","MSY","BOS",0.61
"1473","B6","PDX","JFK",0.61
"1483","B6","PWM","MCO",0.61
"1486","B6","RDU","JFK",0.61
"1529","B6","SRQ","JFK",0.61
"1530","B6","SWF","FLL",0.61
"1534","B6","SYR","JFK",0.61
"1539","B6","TPA","JFK",0.61
"1540","B6","TUS","JFK",0.61
"1580","CO","CLE","PBI",0.61
"1598","CO","DEN","CLE",0.61
"1604","CO","DTW","IAH",0.61
"1741","CO","IAH","TPA",0.61
"1765","CO","MFE","IAH",0.61
"1781","CO","OMA","IAH",0.61
"1791","CO","PDX","IAH",0.61
"1834","CO","SNA","IAH",0.61
"1881","DL","ATL","GSP",0.61
"2029","DL","DEN","SLC",0.61
"2031","DL","DFW","SLC",0.61
"2060","DL","HNL","LAX",0.61
"2108","DL","LAX","CVG",0.61
"2125","DL","LGA","CVG",0.61
"2130","DL","LGA","MSY",0.61
"2155","DL","MSP","SLC",0.61
"2165","DL","OKC","ATL",0.61
"2185","DL","PHX","JFK",0.61
"2231","DL","SLC","CLT",0.61
"2241","DL","SLC","HNL",0.61
"2281","DL","TPA","BDL",0.61
"2340","EV","ATL","EWN",0.61
"2349","EV","ATL","GNV",0.61
"2358","EV","ATL","HOU",0.61
"2359","EV","ATL","HPN",0.61
"2409","EV","ATL","ROA",0.61
"2605","EV","HHH","ATL",0.61
"2632","EV","LAW","ATL",0.61
"2692","EV","MSP","ATL",0.61
"2844","F9","IAH","DEN",0.61
"2873","F9","SLC","DEN",0.61
"2940","FL","BOS","BWI",0.61
"2968","FL","BWI","ROC",0.61
"2979","FL","CAK","MCO",0.61
"3020","FL","FLL","IND",0.61
"3033","FL","GPT","FLL",0.61
"3053","FL","IND","TPA",0.61
"3085","FL","MCO","BUF",0.61
"3097","FL","MCO","IAD",0.61
"3186","FL","RIC","ATL",0.61
"3194","FL","ROC","TPA",0.61
"3196","FL","RSW","BOS",0.61
"3205","FL","RSW","IND",0.61
"3334","MQ","CLE","MIA",0.61
"3346","MQ","CMI","DFW",0.61
"3347","MQ","CMI","ORD",0.61
"3354","MQ","CWA","ORD",0.61
"3358","MQ","DAY","ORD",0.61
"3359","MQ","DBQ","ORD",0.61
"3374","MQ","DFW","CAE",0.61
"3401","MQ","DFW","LAW",0.61
"3403","MQ","DFW","LEX",0.61
"3452","MQ","FWA","ORD",0.61
"3501","MQ","LFT","DFW",0.61
"3711","MQ","TYS","ORD",0.61
"3727","NW","ATL","MSP",0.61
"3732","NW","BDL","DTW",0.61
"3741","NW","BOI","MSP",0.61
"3750","NW","BWI","MSP",0.61
"3754","NW","CLE","DTW",0.61
"3757","NW","CLT","MSP",0.61
"3759","NW","CMH","MEM",0.61
"3866","NW","GPT","MEM",0.61
"3876","NW","HNL","PDX",0.61
"3905","NW","LAS","DTW",0.61
"4001","NW","MSP","BIS",0.61
"4008","NW","MSP","CID",0.61
"4009","NW","MSP","CLE",0.61
"4078","NW","MSP","STL",0.61
"4102","NW","PHL","MSP",0.61
"4143","NW","SFO","MSP",0.61
"4153","NW","STL","DTW",0.61
"4161","NW","TPA","MSP",0.61
"4272","OH","BGR","BOS",0.61
"4350","OH","CMH","JFK",0.61
"4405","OH","CVG","IND",0.61
"4528","OH","IAD","CVG",0.61
"4539","OH","IND","CVG",0.61
"4551","OH","JFK","AUS",0.61
"4558","OH","JFK","BWI",0.61
"4710","OH","RDU","BOS",0.61
"4717","OH","RIC","CVG",0.61
"4750","OH","SGF","CVG",0.61
"4852","OO","AUS","ORD",0.61
"4910","OO","CHS","ORD",0.61
"4955","OO","CWA","ORD",0.61
"4965","OO","DEN","BIS",0.61
"4971","OO","DEN","CLE",0.61
"5000","OO","DEN","LIT",0.61
"5053","OO","EKO","SLC",0.61
"5064","OO","FAR","ORD",0.61
"5230","OO","MKE","BNA",0.61
"5233","OO","MKE","CLT",0.61
"5296","OO","OKC","SLC",0.61
"5314","OO","ORD","AZO",0.61
"5332","OO","ORD","DAY",0.61
"5350","OO","ORD","LEX",0.61
"5370","OO","ORD","SBN",0.61
"5402","OO","PHX","SLC",0.61
"5442","OO","SAN","LAX",0.61
"5459","OO","SBN","ORD",0.61
"5469","OO","SEA","LAX",0.61
"5572","OO","SLC","OAK",0.61
"5581","OO","SLC","PSC",0.61
"5695","UA","CMH","DEN",0.61
"5846","UA","LAS","DEN",0.61
"5849","UA","LAS","ORD",0.61
"5867","UA","LAX","PHL",0.61
"5879","UA","MCI","ORD",0.61
"5892","UA","MSP","ORD",0.61
"5907","UA","OMA","ORD",0.61
"5985","UA","PDX","SFO",0.61
"5990","UA","PHX","DEN",0.61
"6053","UA","SJC","DEN",0.61
"6056","UA","SJU","IAD",0.61
"6057","UA","SJU","ORD",0.61
"6076","UA","TUS","DEN",0.61
"6109","US","BWI","CLT",0.61
"6117","US","CLT","ABE",0.61
"6140","US","CLT","IND",0.61
"6171","US","CLT","SJU",0.61
"6181","US","CMH","LAS",0.61
"6197","US","DCA","PBI",0.61
"6262","US","LAS","MCO",0.61
"6314","US","MSP","PHL",0.61
"6338","US","PDX","LAS",0.61
"6343","US","PHL","BDL",0.61
"6351","US","PHL","DTW",0.61
"6367","US","PHL","PIT",0.61
"6379","US","PHL","SYR",0.61
"6383","US","PHX","ATL",0.61
"6387","US","PHX","BOS",0.61
"6423","US","PHX","RNO",0.61
"6424","US","PHX","SAN",0.61
"6553","WN","AUS","DEN",0.61
"6561","WN","AUS","MAF",0.61
"6569","WN","BDL","BNA",0.61
"6570","WN","BDL","BWI",0.61
"6575","WN","BHM","BNA",0.61
"6599","WN","BNA","LAS",0.61
"6657","WN","BWI","MHT",0.61
"6661","WN","BWI","PBI",0.61
"6678","WN","CLE","STL",0.61
"6686","WN","CMH","STL",0.61
"6719","WN","DEN","OAK",0.61
"6722","WN","DEN","PDX",0.61
"6727","WN","DEN","SAT",0.61
"6731","WN","DEN","SLC",0.61
"6782","WN","HOU","BNA",0.61
"6797","WN","HOU","MDW",0.61
"6852","WN","LAS","BHM",0.61
"6857","WN","LAS","BWI",0.61
"6878","WN","LAS","OAK",0.61
"6882","WN","LAS","ORF",0.61
"6886","WN","LAS","PIT",0.61
"6915","WN","LAX","SAT",0.61
"6972","WN","MCO","FLL",0.61
"6975","WN","MCO","IND",0.61
"7015","WN","MDW","LAS",0.61
"7038","WN","MDW","SJC",0.61
"7065","WN","OAK","AUS",0.61
"7075","WN","OAK","MDW",0.61
"7079","WN","OAK","RNO",0.61
"7088","WN","OKC","HOU",0.61
"7100","WN","ONT","BNA",0.61
"7102","WN","ONT","OAK",0.61
"7122","WN","PDX","LAS",0.61
"7137","WN","PHL","JAX",0.61
"7141","WN","PHL","MHT",0.61
"7143","WN","PHL","PHX",0.61
"7158","WN","PHX","CMH",0.61
"7170","WN","PHX","MHT",0.61
"7172","WN","PHX","OAK",0.61
"7178","WN","PHX","PIT",0.61
"7188","WN","PHX","SLC",0.61
"7208","WN","PVD","PHX",0.61
"7211","WN","RDU","BWI",0.61
"7222","WN","RNO","LAX",0.61
"7240","WN","SAN","BNA",0.61
"7256","WN","SAN","TUS",0.61
"7301","WN","SJC","DEN",0.61
"7306","WN","SJC","PDX",0.61
"7334","WN","SMF","ONT",0.61
"7338","WN","SMF","SEA",0.61
"7374","WN","TPA","BDL",0.61
"7406","WN","TUL","MCI",0.61
"7434","XE","ATL","CLE",0.61
"7461","XE","BNA","IAH",0.61
"7480","XE","CAE","IAH",0.61
"7497","XE","CLE","BWI",0.61
"7504","XE","CLE","DCA",0.61
"7523","XE","CLE","MIA",0.61
"7542","XE","CLE","SDF",0.61
"7584","XE","DFW","IAH",0.61
"7591","XE","ELP","ONT",0.61
"7660","XE","GEG","ONT",0.61
"7681","XE","IAD","CLE",0.61
"7708","XE","IAH","CVG",0.61
"7770","XE","IAH","XNA",0.61
"7803","XE","LAX","SFO",0.61
"7820","XE","LIT","EWR",0.61
"7855","XE","MRY","ONT",0.61
"7996","XE","SLC","IAH",0.61
"7998","XE","SLC","LAS",0.61
"8012","XE","SMF","LAX",0.61
"8025","XE","TLH","IAH",0.61
"8045","XE","TUS","OMA",0.61
"8052","XE","TYS","IAH",0.61
"8070","YV","AUS","IAD",0.61
"8143","YV","CLT","ORD",0.61
"8195","YV","DEN","RAP",0.61
"8249","YV","IAD","BTV",0.61
"8293","YV","JAC","DEN",0.61
"8428","YV","PHX","ASE",0.61
"8448","YV","PHX","LGB",0.61
"8457","YV","PHX","PSP",0.61
"8526","YV","TUS","LAS",0.61
"8533","YV","YUM","PHX",0.61
"8","9E","ATL","BUF",0.6
"19","9E","ATL","GSO",0.6
"73","9E","BIS","MSP",0.6
"137","9E","CVG","SAT",0.6
"194","9E","DTW","FNT",0.6
"209","9E","DTW","LIT",0.6
"271","9E","GSO","ATL",0.6
"327","9E","LGA","GRR",0.6
"334","9E","LIT","MSP",0.6
"351","9E","MEM","AUS",0.6
"378","9E","MEM","ICT",0.6
"381","9E","MEM","JAX",0.6
"391","9E","MEM","OMA",0.6
"441","9E","MSP","CMX",0.6
"458","9E","MSP","GTF",0.6
"461","9E","MSP","ICT",0.6
"489","9E","MSP","RST",0.6
"506","9E","OKC","MEM",0.6
"543","9E","RIC","MSP",0.6
"553","9E","SAT","CVG",0.6
"589","9E","TUL","MSP",0.6
"601","AA","ABQ","DFW",0.6
"625","AA","BNA","ORD",0.6
"640","AA","BWI","SJU",0.6
"679","AA","DFW","HNL",0.6
"763","AA","HNL","SFO",0.6
"801","AA","LAX","DEN",0.6
"967","AA","RNO","DFW",0.6
"996","AA","SJC","DFW",0.6
"1002","AA","SJU","DFW",0.6
"1015","AA","SLC","ORD",0.6
"1025","AA","STL","DFW",0.6
"1031","AA","STL","MIA",0.6
"1052","AA","TPA","STL",0.6
"1121","AS","ANC","OTZ",0.6
"1124","AS","ANC","SEA",0.6
"1164","AS","LAS","PDX",0.6
"1216","AS","SCC","ANC",0.6
"1224","AS","SEA","DFW",0.6
"1246","AS","SEA","SAN",0.6
"1259","AS","SIT","KTN",0.6
"1268","AS","TUS","SEA",0.6
"1312","B6","BTV","MCO",0.6
"1319","B6","BUR","JFK",0.6
"1353","B6","HPN","MCO",0.6
"1359","B6","IAD","FLL",0.6
"1377","B6","JFK","BUF",0.6
"1405","B6","JFK","SEA",0.6
"1439","B6","MCO","BOS",0.6
"1445","B6","MCO","IAD",0.6
"1470","B6","PBI","JFK",0.6
"1493","B6","RSW","BOS",0.6
"1512","B6","SFO","SLC",0.6
"1578","CO","CLE","MSY",0.6
"1595","CO","DAB","EWR",0.6
"1685","CO","IAH","BWI",0.6
"1771","CO","MSY","CLE",0.6
"1793","CO","PHL","IAH",0.6
"1794","CO","PHX","CLE",0.6
"1839","CO","TPA","IAH",0.6
"1903","DL","ATL","MKE",0.6
"1916","DL","ATL","PHF",0.6
"1969","DL","BOS","RSW",0.6
"1993","DL","CVG","BOS",0.6
"2036","DL","EGE","CVG",0.6
"2048","DL","FLL","LAX",0.6
"2059","DL","HNL","ATL",0.6
"2061","DL","HNL","SLC",0.6
"2070","DL","JAC","SLC",0.6
"2081","DL","JFK","LAS",0.6
"2083","DL","JFK","MCO",0.6
"2122","DL","LEX","ATL",0.6
"2140","DL","MCO","BOS",0.6
"2214","DL","SEA","JFK",0.6
"2216","DL","SFO","ATL",0.6
"2220","DL","SJC","ATL",0.6
"2261","DL","SLC","SAN",0.6
"2268","DL","SMF","ATL",0.6
"2270","DL","SNA","ATL",0.6
"2329","EV","ATL","CRW",0.6
"2356","EV","ATL","GTR",0.6
"2376","EV","ATL","MCN",0.6
"2383","EV","ATL","MGM",0.6
"2385","EV","ATL","MKE",0.6
"2424","EV","ATL","TRI",0.6
"2454","EV","BQK","ATL",0.6
"2466","EV","CHA","ATL",0.6
"2503","EV","CVG","DCA",0.6
"2529","EV","CVG","MHT",0.6
"2564","EV","DCA","CVG",0.6
"2681","EV","MHT","CVG",0.6
"2769","EV","TYS","CVG",0.6
"2861","F9","OMA","DEN",0.6
"2867","F9","SAN","DEN",0.6
"2888","FL","ATL","DAB",0.6
"2917","FL","ATL","PHF",0.6
"2959","FL","BWI","DAY",0.6
"2991","FL","DAB","BWI",0.6
"2996","FL","DAY","MCO",0.6
"3052","FL","IND","SRQ",0.6
"3054","FL","JAX","ATL",0.6
"3080","FL","MCI","RSW",0.6
"3127","FL","MEM","ATL",0.6
"3130","FL","MIA","ATL",0.6
"3149","FL","MLI","ATL",0.6
"3153","FL","MSP","MCO",0.6
"3184","FL","RDU","ATL",0.6
"3214","FL","SAV","ATL",0.6
"3254","FL","TPA","ROC",0.6
"3304","MQ","AZO","ORD",0.6
"3306","MQ","BDL","RDU",0.6
"3320","MQ","BUF","DFW",0.6
"3344","MQ","CMH","ORD",0.6
"3368","MQ","DFW","ACT",0.6
"3379","MQ","DFW","CLL",0.6
"3396","MQ","DFW","GSP",0.6
"3399","MQ","DFW","ICT",0.6
"3412","MQ","DFW","MOB",0.6
"3424","MQ","DFW","SDF",0.6
"3434","MQ","DFW","VPS",0.6
"3514","MQ","LGA","PIT",0.6
"3524","MQ","MCI","DAL",0.6
"3569","MQ","ORD","AZO",0.6
"3620","MQ","ORD","PIA",0.6
"3685","MQ","SGF","STL",0.6
"3714","MQ","XNA","DCA",0.6
"3718","MQ","XNA","MIA",0.6
"3742","NW","BOS","DTW",0.6
"3850","NW","EWR","DTW",0.6
"3930","NW","MCO","FNT",0.6
"3933","NW","MCO","MEM",0.6
"3950","NW","MEM","DTW",0.6
"3975","NW","MEM","SDF",0.6
"4010","NW","MSP","CLT",0.6
"4017","NW","MSP","DSM",0.6
"4034","NW","MSP","IAH",0.6
"4048","NW","MSP","MDW",0.6
"4094","NW","ORD","MSP",0.6
"4104","NW","PHX","MEM",0.6
"4127","NW","SAT","MSP",0.6
"4149","NW","SLC","MSP",0.6
"4157","NW","SYR","DTW",0.6
"4162","NW","TUS","MSP",0.6
"4163","NW","TVC","DTW",0.6
"4178","OH","ALB","ATL",0.6
"4180","OH","ALB","CVG",0.6
"4357","OH","CRW","CVG",0.6
"4383","OH","CVG","CRW",0.6
"4463","OH","DCA","BOS",0.6
"4500","OH","GRB","CVG",0.6
"4504","OH","GSO","BOS",0.6
"4508","OH","GSO","LGA",0.6
"4515","OH","GSP","LGA",0.6
"4533","OH","IAH","CVG",0.6
"4687","OH","PBI","BOS",0.6
"4708","OH","PWM","JFK",0.6
"4732","OH","RSW","CMH",0.6
"4778","OH","TYS","CVG",0.6
"4789","OO","ABQ","ORD",0.6
"4858","OO","BDL","MKE",0.6
"4868","OO","BIL","ORD",0.6
"4885","OO","BOI","SFO",0.6
"4933","OO","COS","DEN",0.6
"4970","OO","DEN","CID",0.6
"4974","OO","DEN","COS",0.6
"4977","OO","DEN","DAY",0.6
"4982","OO","DEN","ELP",0.6
"5023","OO","DEN","SBA",0.6
"5118","OO","HOU","ATL",0.6
"5148","OO","LAS","SLC",0.6
"5260","OO","MLI","DEN",0.6
"5268","OO","MRY","SLC",0.6
"5349","OO","ORD","LAN",0.6
